车型,编号,配件名称,常改热度,必要性审核,常见规格与尺寸,接口规格,接口通用性,审核备注,配件品牌,配件型号,长度（毫米）,宽度（毫米）,高度（毫米）,内径（毫米）,外径（毫米）,孔距（毫米）,安装孔数量,重量（克）,材质,颜色,配件图片,正视图,侧视图,俯视图,三视图图源,视角/格式/分辨率,尺寸或比例依据(mm),材质/颜色参考,来源授权状态,适配车型说明,安装条件,参考价格,source,sourceUrl,描述
春风 450SR 2025,39,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,RK 日本,ZVX 520 链条（X-ring）,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/bao/uploaded/i2/1594581565/O1CN01eGdyi51NQoh3D1dkm_!!0-item_pic.jpg,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,500,RK Excel官网,https://www.rkexcel.com,日本RK 520GXW油封链条，X-ring油封，低摩擦长寿命，多种颜色可选，120节
春风 450SR 2025,40,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,EK 日本,SRX2 520 油封链条,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/imgextra/i2/2604508095/O1CN01pRZkvA29fZ0g2T2DY_!!2604508095.png,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,436,EK Chain官网,https://www.ekchain.com,RK ZVX系列X-ring链条，顶级强度，超低摩擦，赛道级性能，多种颜色，120节
春风 450SR 2025,41,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,EK 日本,MVXZ 520 链条,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/i2/1690613588/O1CN018TDOMh1cNLn1f5mz7_!!1690613588.png,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,667,EK Chain官网,https://www.ekchain.com,日本EK SRX2系列油封链条，Q-ring油封，低摩擦长寿命，性价比高，120节
春风 450SR 2025,42,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,征和,X圈油封链条 520,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/bao/uploaded/i3/1690613588/O1CN01sKXveV1cNLwjQoAKm_!!1690613588.jpg,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,206,天猫征和链条官方旗舰店,https://zhenghe.tmall.com,中国征和X圈油封链条，国产精品，X-ring油封，低摩擦长寿命，性价比极高，120节
春风 450SR 2025,43,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级；原厂齿比：小飞14T/后牙盘41T,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,AFAM 西班牙,轻量化后牙盘（钢制）,不适用（外径见P外径）,约5-8（厚度，以实物为准）,不适用（厚度见M）,随车型（以实物为准）,约200-230（随齿数，以实物为准）,随安装位（以实物为准）,约5-6（安装孔，以实物为准）,约0.5-1（以实物为准）,热处理合金钢,黑色,https://img.alicdn.com/imgextra/i2/2604508095/O1CN01pRZkvA29fZ0g2T2DY_!!2604508095.png,,,,电商商品图：后牙盘/链轮（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,热处理合金钢，黑色,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需匹配原厂安装位，专业工具安装,436,AFAM西班牙官网,https://www.afam.it,征和前后牙盘套装，钢制后牙盘+前小飞，热处理工艺，耐磨强度高，多种齿数
春风 450SR 2025,44,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级；原厂齿比：小飞14T/后牙盘41T,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,AFAM 西班牙,前小飞轮,不适用（外径见P外径）,约7-10（齿宽，以实物为准）,不适用,随车型（以实物为准）,约60-80（随齿数，以实物为准）,15.875,不适用,约0.2-0.4（以实物为准）,热处理合金钢,钢本色/黑色可选,https://img.alicdn.com/i2/1690613588/O1CN018TDOMh1cNLn1f5mz7_!!1690613588.png,,,,淘宝商品图：前小飞轮（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,热处理合金钢，钢本色/黑色涂装,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需匹配原厂输出轴，专业工具安装,138,AFAM西班牙官网,https://www.afam.it,西班牙AFAM轻量化钢制后牙盘，RLK系列，镂空设计减重，热处理耐磨，多种齿数
春风 450SR 2025,45,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级；原厂齿比：小飞14T/后牙盘41T,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,DID 日本大同,前后牙盘套装,不适用（外径见P外径）,约5-8（厚度，以实物为准）,不适用（厚度见M）,随车型（以实物为准）,约200-230（随齿数，以实物为准）,随安装位（以实物为准）,约5-6（安装孔，以实物为准）,约0.5-1（以实物为准）,热处理合金钢,黑色,http://cdn.shopify.com/s/files/1/0614/8253/3026/products/520VX3_Steel_P.jpg?crop=center&height=1200&v=1751289083&width=1200,,,,电商商品图：后牙盘/链轮（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,热处理合金钢，黑色,商品图，版权归商家,未证明适配春风 450SR 2025；链条牙盘需按实车核对安装位,需匹配原厂安装位，专业工具安装,781,DID链条官网,https://www.didchain.com/collections/didchains,AFAM前小飞轮，钢制热处理，耐磨强度高，多种齿数可选（13-16齿），提升加速
春风 675SR-R 2024,36,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,DID 日本大同,VX3 520 油封链条（黄金）,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,http://cdn.shopify.com/s/files/1/0614/8253/3026/products/520VX3_Steel_P.jpg?crop=center&height=1200&v=1751289083&width=1200,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,550,DID链条官网,https://www.didchain.com/collections/didchains,日本DID 520VX3黄金油封链条，G&G油封，低摩擦长寿命，赛道级强度，120节
春风 675SR-R 2024,37,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,DID 日本大同,ZVM-X 520 链条（顶级）,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,http://cdn.shopify.com/s/files/1/0614/8253/3026/products/520VX3_Steel_P.jpg?crop=center&height=1200&v=1751289083&width=1200,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,850,DID链条官网,https://www.didchain.com/collections/didchains,DID ZVM-X顶级链条，X-ring油封，超低摩擦，超高强度，MotoGP技术下放，120节
春风 675SR-R 2024,38,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,RK 日本,GXW 520 油封链条,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/imgextra/i2/2604508095/O1CN01pRZkvA29fZ0g2T2DY_!!2604508095.png,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,350,RK Excel官网,https://www.rkexcel.com,DID前后牙盘套装，钢制后牙盘+铝合金前小飞，轻量化，传动效率高，多种齿数可选
春风 675SR-R 2024,39,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,RK 日本,ZVX 520 链条（X-ring）,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/i2/1690613588/O1CN018TDOMh1cNLn1f5mz7_!!1690613588.png,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,500,RK Excel官网,https://www.rkexcel.com,日本RK 520GXW油封链条，X-ring油封，低摩擦长寿命，多种颜色可选，120节
春风 675SR-R 2024,40,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,EK 日本,SRX2 520 油封链条,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/bao/uploaded/i3/1690613588/O1CN01sKXveV1cNLwjQoAKm_!!1690613588.jpg,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,475,EK Chain官网,https://www.ekchain.com,RK ZVX系列X-ring链条，顶级强度，超低摩擦，赛道级性能，多种颜色，120节
春风 675SR-R 2024,41,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,EK 日本,MVXZ 520 链条,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/bao/uploaded/i2/1594581565/O1CN01eGdyi51NQoh3D1dkm_!!0-item_pic.jpg,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,725,EK Chain官网,https://www.ekchain.com,日本EK SRX2系列油封链条，Q-ring油封，低摩擦长寿命，性价比高，120节
春风 675SR-R 2024,42,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,征和,X圈油封链条 520,1905,约10.4（520标准总宽）,约12.7（520标准板高）,6.35,不适用,15.875,不适用,约1.5-2（整条，以实物为准）,合金钢油封链条,黄金/银/黑可选,https://img.alicdn.com/imgextra/i2/2604508095/O1CN01pRZkvA29fZ0g2T2DY_!!2604508095.png,,,,电商商品图：520油封链条（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,合金钢油封链条，黄金/银/黑可选,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需专业截链器安装，需匹配牙盘齿数,225,天猫征和链条官方旗舰店,https://zhenghe.tmall.com,中国征和X圈油封链条，国产精品，X-ring油封，低摩擦长寿命，性价比极高，120节
春风 675SR-R 2024,43,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级；原厂齿比：小飞15T/后牙盘48T,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,AFAM 西班牙,轻量化后牙盘（钢制）,不适用（外径见P外径）,约5-8（厚度，以实物为准）,不适用（厚度见M）,随车型（以实物为准）,约200-230（随齿数，以实物为准）,随安装位（以实物为准）,约5-6（安装孔，以实物为准）,约0.5-1（以实物为准）,热处理合金钢,黑色,https://img.alicdn.com/bao/uploaded/i3/1690613588/O1CN01sKXveV1cNLwjQoAKm_!!1690613588.jpg,,,,电商商品图：后牙盘/链轮（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,热处理合金钢，黑色,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需匹配原厂安装位，专业工具安装,475,AFAM西班牙官网,https://www.afam.it,征和前后牙盘套装，钢制后牙盘+前小飞，热处理工艺，耐磨强度高，多种齿数
春风 675SR-R 2024,44,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级；原厂齿比：小飞15T/后牙盘48T,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,AFAM 西班牙,前小飞轮,不适用（外径见P外径）,约7-10（齿宽，以实物为准）,不适用,随车型（以实物为准）,约60-80（随齿数，以实物为准）,15.875,不适用,约0.2-0.4（以实物为准）,热处理合金钢,钢本色/黑色可选,https://img.alicdn.com/bao/uploaded/i2/1594581565/O1CN01eGdyi51NQoh3D1dkm_!!0-item_pic.jpg,,,,淘宝商品图：前小飞轮（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,热处理合金钢，钢本色/黑色涂装,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需匹配原厂输出轴，专业工具安装,150,AFAM西班牙官网,https://www.afam.it,西班牙AFAM轻量化钢制后牙盘，RLK系列，镂空设计减重，热处理耐磨，多种齿数
春风 675SR-R 2024,45,链条牙盘,高,传动升级件，需校对链条松紧,520规格油封链条+轻量化牙盘，传动升级；原厂齿比：小飞15T/后牙盘48T,匹配原厂链条规格520/牙盘安装位,同平台部分通用,更换后需校对链条松紧度与前后齿对齐,DID 日本大同,前后牙盘套装,不适用（外径见P外径）,约5-8（厚度，以实物为准）,不适用（厚度见M）,随车型（以实物为准）,约200-230（随齿数，以实物为准）,随安装位（以实物为准）,约5-6（安装孔，以实物为准）,约0.5-1（以实物为准）,热处理合金钢,黑色,http://cdn.shopify.com/s/files/1/0614/8253/3026/products/520VX3_Steel_P.jpg?crop=center&height=1200&v=1751289083&width=1200,,,,电商商品图：后牙盘/链轮（白底产品图）,正视图/侧视图/俯视图，png，1024×1024,未标注，需按实车估算,热处理合金钢，黑色,商品图，版权归商家,未证明适配春风 675SR-R 2024；链条牙盘需按实车核对安装位,需匹配原厂安装位，专业工具安装,850,DID链条官网,https://www.didchain.com/collections/didchains,AFAM前小飞轮，钢制热处理，耐磨强度高，多种齿数可选（13-16齿），提升加速
